Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
91,Cape Canaveral,DSCOVR,570 kg,HEO,,"Success
",,Failure,18 August 2020,14:31
92,Cape Canaveral,ABS-3A,"4,159 kg",GTO,,Success,,Success,30 August 2020,23:18
93,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,,"Success
",,Success,3 September 2020,12:46:14
94,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",,Success,6 October 2020,11:29:34
95,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,,"Success
",,Failure,18 October 2020,12:25:57
96,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,,"Success
",,Success,24 October 2020,15:31:34
97,VAFB,Jason-3,553 kg,LEO,,"Success
",,Success,5 November 2020,23:24:23
98,Cape Canaveral,SES-9,"5,271 kg",GTO,,"Success
",,Success,16 November 2020,00:27
99,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,,"Success
",,Success,21 November 2020,17:17:08
100,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,,"Success
",,No attempt,25 November 2020,02:13
101,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,,Success,,Success,6 December 2020,16:17:08
102,Cape Canaveral,ABS-2A,"3,600 kg",GTO,,"Success
",,Success,13 December 2020,17:30:00
103,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,,"Success
",,No attempt,19 December 2020,14:00:00
104,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,,"Success
",,Success,8 January 2021,02:15
105,VAFB,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,20 January 2021,13:02
106,KSC,SpaceX CRS-10,"2,490 kg",LEO,,"Success
",,Success,24 January 2021,15:00
107,KSC,EchoStar 23,"5,600 kg",GTO,,"Success
",,No attempt,4 February 2021,06:19
108,KSC,SES-10,"5,300 kg",GTO,,"Success
",,Success,16 February 2021,03:59:37
109,KSC,NROL-76,C,LEO,,"Success
",,Success,4 March 2021,08:24
110,KSC,Inmarsat-5 F4,"6,070 kg",GTO,,"Success
",,Success,11 March 2021,08:13:29
111,KSC,SpaceX CRS-11,"2,708 kg",LEO,,"Success
",,Success,14 March 2021,10:01
112,KSC,BulgariaSat-1,"3,669 kg",GTO,,"Success
",,Success,24 March 2021,08:28
113,VAFB,Iridium NEXT,"9,600 kg",LEO,,"Success
",,Success,7 April 2021,16:34
114,KSC,Intelsat 35e,"6,761 kg",GTO,,"Success
",,Success,23 April 2021,9:49
115,KSC,SpaceX CRS-12,"3,310 kg",LEO,,Success,,Controlled,29 April 2021,03:44
116,VAFB,Formosat-5,475 kg,SSO,,Success,,Success,4 May 2021,19:01
117,KSC,Boeing X-37B,"4,990 kg",LEO,,Success,,Controlled,9 May 2021,06:42
118,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,15 May 2021,22:56
119,KSC,SES-11,"5,200 kg",GTO,,Success,,No attempt,26 May 2021,18:59
120,KSC,Koreasat 5A,"3,500 kg",GTO,,Success,,No attempt,3 June 2021,17:29
121,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,,Success,,No attempt,6 June 2021,04:26
1,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,Success,4 June 2010,18:45
2,CCAFS,Zuma,C,LEO,,Success,,Success,8 December 2010,18:45
3,CCAFS,GovSat-1,"4,230 kg",GTO,,Success,,No attempt,22 May 2012,18:45
4,VAFB,Paz,"2,150 kg",SSO,,Success,,No attempt,8 October 2012,15:43
5,CCAFS,Hispasat 30W-6,"6,092 kg",GTO,,Success,,No attempt,1 March 2013,07:44
6,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,Success,29 September 2013,00:35
7,CCAFS,SpaceX CRS-14,"2,647 kg",LEO,,Success,,Success,3 December 2013,15:10
8,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,,Success,,Success,6 January 2014,16:00
9,KSC,Bangabandhu-1,"3,600 kg",GTO,,Success,,Success,18 April 2014,22:41
10,VAFB,Iridium NEXT,"6,460 kg",Polar,,Success,,Success,14 July 2014,22:06
11,CCAFS,SES-12,"5,384 kg",GTO,,Success,,Success,5 August 2014,19:25
12,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,,Success,,Success,7 September 2014,15:15
13,CCAFS,Telstar 19V,"7,075 kg",GTO,,"Success
",,Failure,21 September 2014,08:00
14,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,10 January 2015,05:00
15,CCAFS,Merah Putih,"5,800 kg",GTO,,"Success
",,Success,11 February 2015,05:52
16,CCAFS,Telstar 18V,"7,060 kg",GTO,,"Success
",,Success,2 March 2015,09:47
17,VAFB,SAOCOM 1A,"3,000 kg",SSO,,"Success
",,Success,14 April 2015,23:03
18,KSC,Es'hail 2,"5,300 kg",GTO,,"Success
",,Success,27 April 2015,03:50
19,VAFB,SSO-A,"~4,000 kg",SSO,,"Success
",,Success,28 June 2015,20:10
20,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,,"Success
",,Success,22 December 2015,23:03
21,CCAFS,GPS III,"4,400 kg",MEO,,"Success
",,Success,17 January 2016,14:21
22,VAFB,Iridium NEXT,"9,600 kg",Polar,,"Success
",,No attempt,4 March 2016,01:29
23,CCAFS,Nusantara Satu,"4,850 kg",GTO,,"Success
",,Success,8 April 2016,18:42
24,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,,"Success
",,Success,6 May 2016,23:35
25,CCAFS,SpaceX CRS-17,"2,495 kg",LEO,,"Success
",,Success,27 May 2016,20:43
26,CCAFS,Starlink,"13,620 kg",LEO,,"Success
",,Success,15 June 2016,05:21
27,VAFB,RADARSAT Constellation,"4,200 kg",SSO,,"Success
",,"No attempt
",18 July 2016,21:39
28,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,,"Success
",,Success,14 August 2016,14:29
29,CCAFS,AMOS-17,"6,500 kg",GTO,,"Success
",,Failure,14 January 2017,04:45
30,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,19 February 2017,05:26
31,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,,"Success
",,Failure,16 March 2017,17:54
32,CCAFS,JCSat-18,"6,956 kg",GTO,,"Success
",,Success,30 March 2017,14:39
33,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,06:00
34,KSC,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,,"Success
",,Success,15 May 2017,22:27
35,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,3 June 2017,11:15
36,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,23 June 2017,23:21
37,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,,"Success
",,Success,25 June 2017,21:07
38,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,5 July 2017,19:10
39,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,14 August 2017,20:25
40,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,,"Success
",,Success,24 August 2017,23:38
41,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,7 September 2017,16:31
42,CCAFS,Starlink,"15,410 kg",LEO,,"Success
",,Success,9 October 2017,18:51
43,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Success,11 October 2017,14:00
44,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,,"Success
",,Success,30 October 2017,12:37
45,KSC,Starlink,"14,932 kg",LEO,,"Success
",,Success,15 December 2017,22:53:00
46,CCAFS,Starlink,"~15,440 kg",LEO,,"Success
",,Success,23 December 2017,19:34
47,CCAFS,SAOCOM 1B,"3,130 kg",SSO,,"Success
",,Success,8 January 2018,15:36
48,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,31 January 2018,01:27
49,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,22 February 2018,01:00
50,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,6 March 2018,21:25
51,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2018,14:17
52,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Success,2 April 2018,05:33
53,KSC,Crew-1,"~12,500 kg",LEO,,"Success
",,Success,18 April 2018,14:14
54,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,,"Success
",,Failure,11 May 2018,20:30
55,CCAFS,Starlink,"15,600 kg",LEO,,Success,,Failure,22 May 2018,22:51
56,KSC,SpaceX CRS-21,"2,972 kg",LEO,,Success,,"No attempt
",4 June 2018,20:14
57,CCSFS,SXM-7,"7,000 kg",GTO,,"Success
",,No attempt,29 June 2018,19:47
58,KSC,NROL-108,C,LEO,,"Success
",,"No attempt
",22 July 2018,04:45
59,CCSFS,Türksat 5A,"3,500 kg",GTO,,Success,,Uncontrolled,25 July 2018,09:42
60,KSC,Starlink,"15,600 kg",LEO,,Success,,No attempt,7 August 2018,05:50
61,CCSFS,Transporter-1,"~5,000 kg",SSO,,Success,,No attempt,10 September 2018,11:39
62,CCSFS,Starlink,0,LEO,,"Success
",,Controlled,8 October 2018,05:18
63,CCSFS,Starlink,0,LEO,,Success,,Controlled,15 November 2018,04:45
64,KSC,Starlink,525 kg,LEO,,Success,,No attempt,3 December 2018,02:22
65,CCSFS,Starlink,"4,700 kg",LEO,,Success,,"No attempt
",5 December 2018,20:46
66,KSC,Starlink,"4,877 kg",LEO,,Success,,Uncontrolled,23 December 2018,18:34:05
67,CCSFS,Starlink,500 kg,Polar orbit,,Success,,Failure ,11 January 2019,18:16
68,CCSFS,Starlink,"3,170 kg",GTO,,"Success
",,Controlled,22 February 2019,13:51
69,KSC,Crew-2,"3,325 kg",GTO,,"Success
",,No attempt,2 March 2019,15:31
70,CCSFS,Starlink,"2,296 kg",LEO,,"Success
",,Failure,4 May 2019,01:45
71,KSC,Starlink,"1,316 kg",LEO,,"Success
",,No attempt,24 May 2019,07:49
72,CCSFS,Starlink,"4,535 kg",GTO,,Failure,,Precluded,12 June 2019,06:48
73,KSC,Starlink,"4,428 kg",GTO,,"Success
",,Success,25 July 2019,02:30
74,CCSFS,Starlink,"2,216 kg",LEO,,"Success
",,Failure,6 August 2019,14:17
75,KSC,SpaceX CRS-22,"2,395 kg",LEO,,"Success
",,Failure,11 November 2019,22:01
76,CCSFS,SXM-8,570 kg,HEO,,Success,,Success,5 December 2019,23:23
77,CCAFS,Dragon Spacecraft Qualification Unit,"4,159 kg",GTO,,"Success
",,Success,17 December 2019,14:56
78,CCAFS,Dragon,"1,898 kg",LEO,,"Success
",,Success,7 January 2020,17:29
79,CCAFS,Dragon,"4,707 kg",GTO,,"Success
",,Failure,19 January 2020,00:10
80,CCAFS,SpaceX CRS-1,"1,952 kg",LEO,,"Success
",,Success,29 January 2020,02:19:21
81,CCAFS,SpaceX CRS-2,"2,034 kg",LEO,,"Success
",,Success,17 February 2020,15:30
82,VAFB,CASSIOPE,553 kg,LEO,,"Success
",,Success,7 March 2020,14:07
83,CCAFS,SES-8,"5,271 kg",GTO,,"Success
",,Success,18 March 2020,15:05
84,CCAFS,Thaicom 6,"3,136 kg",LEO,,"Success
",,No attempt,22 April 2020,04:50
85,Cape Canaveral,SpaceX CRS-3,"4,696 kg",GTO,,Success,,Success,30 May 2020,12:16
86,Cape Canaveral,Orbcomm-OG2,"3,100 kg",GTO,,"Success
",,Success,4 June 2020,19:30
87,Cape Canaveral,AsiaSat 8,"3,600 kg",GTO,,"Success
",,No attempt,13 June 2020,19:22
88,Cape Canaveral,AsiaSat 6,"2,257 kg",LEO,,"Success
",,Success,30 June 2020,01:25
89,Cape Canaveral,SpaceX CRS-4,"4,600 kg",GTO,,"Success
",,Success,20 July 2020,09:21
90,Cape Canaveral,SpaceX CRS-5,"9,600 kg",Polar,,"Success
",,Success,7 August 2020,20:10:46
91,Cape Canaveral,DSCOVR,"2,490 kg",LEO,,"Success
",,No attempt,18 August 2020,21:30
92,Cape Canaveral,ABS-3A,"5,600 kg",GTO,,"Success
",,Success,30 August 2020,05:12
93,Cape Canaveral,SpaceX CRS-6,"5,300 kg",GTO,,"Success
",,Success,3 September 2020,14:31
94,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,C,LEO,,"Success
",,Success,6 October 2020,23:18
95,Cape Canaveral,SpaceX CRS-7,"6,070 kg",GTO,,"Success
",,Success,18 October 2020,12:46:14
96,Cape Canaveral,Orbcomm-OG2,"2,708 kg",LEO,,"Success
",,Success,24 October 2020,11:29:34
97,VAFB,Jason-3,"3,669 kg",GTO,,"Success
",,Success,5 November 2020,12:25:57
98,Cape Canaveral,SES-9,"9,600 kg",LEO,,"Success
",,Success,16 November 2020,15:31:34
99,Cape Canaveral,SpaceX CRS-8,"6,761 kg",GTO,,Success,,Controlled,21 November 2020,23:24:23
100,Cape Canaveral,JCSAT-14,"3,310 kg",LEO,,Success,,Success,25 November 2020,00:27
101,Cape Canaveral,Thaicom 8,475 kg,SSO,,Success,,Controlled,6 December 2020,17:17:08
102,Cape Canaveral,ABS-2A,"4,990 kg",LEO,,Success,,No attempt,13 December 2020,02:13
103,Cape Canaveral,SpaceX CRS-9,"9,600 kg",Polar,,Success,,No attempt,19 December 2020,16:17:08
104,Cape Canaveral,JCSAT-16,"5,200 kg",GTO,,Success,,No attempt,8 January 2021,17:30:00
105,VAFB,Iridium NEXT,"3,500 kg",GTO,,Success,,No attempt,20 January 2021,14:00:00
106,KSC,SpaceX CRS-10,"2,205 kg",LEO,,Success,,Success,24 January 2021,02:15
107,KSC,EchoStar 23,"9,600 kg",Polar,,Success,,Success,4 February 2021,13:02
108,KSC,SES-10,C,LEO,,Success,,No attempt,16 February 2021,15:00
109,KSC,NROL-76,"4,230 kg",GTO,,Success,,No attempt,4 March 2021,06:19
110,KSC,Inmarsat-5 F4,"2,150 kg",SSO,,Success,,No attempt,11 March 2021,03:59:37
111,KSC,SpaceX CRS-11,"6,092 kg",GTO,,Success,,Success,14 March 2021,08:24
112,KSC,BulgariaSat-1,"9,600 kg",Polar,,Success,,Success,24 March 2021,08:13:29
113,VAFB,Iridium NEXT,"2,647 kg",LEO,,Success,,Success,7 April 2021,10:01
114,KSC,Intelsat 35e,362 kg,HEO,,Success,,Success,23 April 2021,08:28
115,KSC,SpaceX CRS-12,"3,600 kg",GTO,,Success,,Success,29 April 2021,16:34
116,VAFB,Formosat-5,"6,460 kg",Polar,,Success,,Success,4 May 2021,9:49
117,KSC,Boeing X-37B,"5,384 kg",GTO,,Success,,Success,9 May 2021,03:44
118,VAFB,Iridium NEXT,"2,697 kg",LEO,,"Success
",,Failure,15 May 2021,19:01
119,KSC,SES-11,"7,075 kg",GTO,,Success,,No attempt,26 May 2021,06:42
120,KSC,Koreasat 5A,"9,600 kg",Polar,,"Success
",,Success,3 June 2021,22:56
121,Cape Canaveral,SpaceX CRS-13,"5,800 kg",GTO,,"Success
",,Success,6 June 2021,18:59
1,VAFB,Iridium NEXT,"7,060 kg",GTO,,"Success
",,Success,4 June 2010,17:29
2,CCAFS,Zuma,"3,000 kg",SSO,,"Success
",,Success,4 June 2010,04:26
3,CCAFS,GovSat-1,"5,300 kg",GTO,,"Success
",,Success,4 June 2010,18:45
4,VAFB,Paz,"~4,000 kg",SSO,,"Success
",,Success,8 December 2010,15:43
5,CCAFS,Hispasat 30W-6,"2,500 kg",LEO,,"Success
",,Success,22 May 2012,07:44
6,VAFB,Iridium NEXT,"4,400 kg",MEO,,"Success
",,No attempt,8 October 2012,00:35
7,CCAFS,SpaceX CRS-14,"9,600 kg",Polar,,"Success
",,Success,1 March 2013,15:10
8,CCAFS,Transiting Exoplanet Survey Satellite,"4,850 kg",GTO,,"Success
",,Success,29 September 2013,16:00
9,KSC,Bangabandhu-1,"12,055 kg",LEO,,"Success
",,Success,3 December 2013,22:41
10,VAFB,Iridium NEXT,"2,495 kg",LEO,,"Success
",,Success,6 January 2014,22:06
11,CCAFS,SES-12,"13,620 kg",LEO,,"Success
",,"No attempt
",18 April 2014,19:25
12,CCAFS,SpaceX CRS-15,"4,200 kg",SSO,,"Success
",,Success,14 July 2014,15:15
13,CCAFS,Telstar 19V,"2,268 kg",LEO,,"Success
",,Failure,5 August 2014,08:00
14,VAFB,Iridium NEXT,"6,500 kg",GTO,,"Success
",,Success,7 September 2014,05:00
15,CCAFS,Merah Putih,"15,600 kg",LEO,,"Success
",,Failure,21 September 2014,05:52
16,CCAFS,Telstar 18V,"2,617 kg",LEO,,"Success
",,Success,10 January 2015,09:47
17,VAFB,SAOCOM 1A,"6,956 kg",GTO,,"Success
",,Success,11 February 2015,23:03
18,KSC,Es'hail 2,"15,600 kg",LEO,,"Success
",,Success,2 March 2015,03:50
19,VAFB,SSO-A,"12,050 kg",Sub-orbital,,"Success
",,Success,14 April 2015,20:10
20,CCAFS,SpaceX CRS-16,"15,600 kg",LEO,,"Success
",,Success,27 April 2015,23:03
21,CCAFS,GPS III,"15,600 kg",LEO,,"Success
",,Success,28 June 2015,14:21
22,VAFB,Iridium NEXT,"1,977 kg",LEO,,"Success
",,Success,22 December 2015,01:29
23,CCAFS,Nusantara Satu,"15,600 kg",LEO,,"Success
",,Success,17 January 2016,18:42
24,KSC,Crew Dragon Demo-1,"15,600 kg",LEO,,"Success
",,Success,4 March 2016,23:35
25,CCAFS,SpaceX CRS-17,"12,530 kg",LEO,,"Success
",,Success,8 April 2016,20:43
26,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,6 May 2016,05:21
27,VAFB,RADARSAT Constellation,"15,410 kg",LEO,,"Success
",,Success,27 May 2016,21:39
28,CCAFS,SpaceX CRS-18,"4,311 kg",MEO,,"Success
",,Success,15 June 2016,14:29
29,CCAFS,AMOS-17,"5,000–6,000 kg",GTO,,"Success
",,Success,18 July 2016,04:45
30,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,14 August 2016,05:26
31,CCAFS,SpaceX CRS-19,"~15,440 kg",LEO,,"Success
",,Success,14 January 2017,17:54
32,CCAFS,JCSat-18,"3,130 kg",SSO,,"Success
",,Success,19 February 2017,14:39
33,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,16 March 2017,06:00
34,KSC,Crew Dragon in-flight abort test,"15,600 kg",LEO,,"Success
",,Success,30 March 2017,22:27
35,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,11:15
36,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 May 2017,23:21
37,CCAFS,SpaceX CRS-20,"4,311 kg",MEO,,"Success
",,Success,3 June 2017,21:07
38,KSC,Starlink,"~12,500 kg",LEO,,"Success
",,Failure,23 June 2017,19:10
39,KSC,Starlink,"1,192 kg",LEO,,Success,,Failure,25 June 2017,20:25
40,KSC,Crew Dragon Demo-2,"15,600 kg",LEO,,Success,,"No attempt
",5 July 2017,23:38
41,CCAFS,Starlink,"2,972 kg",LEO,,"Success
",,No attempt,14 August 2017,16:31
42,CCAFS,Starlink,"7,000 kg",GTO,,"Success
",,"No attempt
",24 August 2017,18:51
43,CCAFS,GPS III,C,LEO,,Success,,Uncontrolled,7 September 2017,14:00
44,CCAFS,ANASIS-II,"3,500 kg",GTO,,Success,,No attempt,9 October 2017,12:37
45,KSC,Starlink,"15,600 kg",LEO,,Success,,No attempt,11 October 2017,22:53:00
46,CCAFS,Starlink,"~5,000 kg",SSO,,"Success
",,Controlled,30 October 2017,19:34
47,CCAFS,SAOCOM 1B,0,LEO,,Success,,Controlled,15 December 2017,15:36
48,KSC,Starlink,0,LEO,,Success,,No attempt,23 December 2017,01:27
49,KSC,Starlink,525 kg,LEO,,Success,,"No attempt
",8 January 2018,01:00
50,KSC,Starlink,"4,700 kg",LEO,,Success,,Uncontrolled,31 January 2018,21:25
51,CCAFS,Starlink,"4,877 kg",LEO,,Success,,Failure ,22 February 2018,14:17
52,CCAFS,GPS III,500 kg,Polar orbit,,"Success
",,Controlled,6 March 2018,05:33
53,KSC,Crew-1,"3,170 kg",GTO,,"Success
",,No attempt,30 March 2018,14:14
54,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"3,325 kg",GTO,,"Success
",,Failure,2 April 2018,20:30
55,CCAFS,Starlink,"2,296 kg",LEO,,"Success
",,No attempt,18 April 2018,22:51
56,KSC,SpaceX CRS-21,"1,316 kg",LEO,,Failure,,Precluded,11 May 2018,20:14
57,CCSFS,SXM-7,"4,535 kg",GTO,,"Success
",,Success,22 May 2018,19:47
58,KSC,NROL-108,"4,428 kg",GTO,,"Success
",,Failure,4 June 2018,04:45
59,CCSFS,Türksat 5A,"2,216 kg",LEO,,"Success
",,Failure,29 June 2018,09:42
60,KSC,Starlink,"2,395 kg",LEO,,Success,,Success,22 July 2018,05:50
61,CCSFS,Transporter-1,570 kg,HEO,,"Success
",,Success,25 July 2018,11:39
62,CCSFS,Dragon Spacecraft Qualification Unit,"4,159 kg",GTO,,"Success
",,Success,7 August 2018,05:18
63,CCSFS,Dragon,"1,898 kg",LEO,,"Success
",,Failure,10 September 2018,04:45
64,KSC,Dragon,"4,707 kg",GTO,,"Success
",,Success,8 October 2018,02:22
65,CCSFS,SpaceX CRS-1,"1,952 kg",LEO,,"Success
",,Success,15 November 2018,20:46
66,KSC,SpaceX CRS-2,"2,034 kg",LEO,,"Success
",,Success,3 December 2018,18:34:05
67,CCSFS,CASSIOPE,553 kg,LEO,,"Success
",,Success,5 December 2018,18:16
68,CCSFS,SES-8,"5,271 kg",GTO,,"Success
",,No attempt,23 December 2018,13:51
69,KSC,Thaicom 6,"3,136 kg",LEO,,Success,,Success,11 January 2019,15:31
70,CCSFS,SpaceX CRS-3,"4,696 kg",GTO,,"Success
",,Success,22 February 2019,01:45
71,KSC,Orbcomm-OG2,"3,100 kg",GTO,,"Success
",,No attempt,2 March 2019,07:49
72,CCSFS,AsiaSat 8,"3,600 kg",GTO,,"Success
",,Success,4 May 2019,06:48
73,KSC,AsiaSat 6,"2,257 kg",LEO,,"Success
",,Success,24 May 2019,02:30
74,CCSFS,SpaceX CRS-4,"4,600 kg",GTO,,"Success
",,Success,12 June 2019,14:17
75,KSC,SpaceX CRS-5,"9,600 kg",Polar,,"Success
",,No attempt,25 July 2019,22:01
76,CCSFS,DSCOVR,"2,490 kg",LEO,,"Success
",,Success,6 August 2019,23:23
77,CCAFS,ABS-3A,"5,600 kg",GTO,,"Success
",,Success,11 November 2019,14:56
78,CCAFS,SpaceX CRS-6,"5,300 kg",GTO,,"Success
",,Success,5 December 2019,17:29
79,CCAFS,TürkmenÄlem 52°E / MonacoSAT,C,LEO,,"Success
",,Success,17 December 2019,00:10
80,CCAFS,SpaceX CRS-7,"6,070 kg",GTO,,"Success
",,Success,7 January 2020,02:19:21
81,CCAFS,Orbcomm-OG2,"2,708 kg",LEO,,"Success
",,Success,19 January 2020,15:30
82,VAFB,Jason-3,"3,669 kg",GTO,,"Success
",,Success,29 January 2020,14:07
83,CCAFS,SES-9,"9,600 kg",LEO,,Success,,Controlled,17 February 2020,15:05
84,CCAFS,SpaceX CRS-8,"6,761 kg",GTO,,Success,,Success,7 March 2020,04:50
85,Cape Canaveral,JCSAT-14,"3,310 kg",LEO,,Success,,Controlled,18 March 2020,12:16
86,Cape Canaveral,Thaicom 8,475 kg,SSO,,Success,,No attempt,22 April 2020,19:30
87,Cape Canaveral,ABS-2A,"4,990 kg",LEO,,Success,,No attempt,30 May 2020,19:22
88,Cape Canaveral,SpaceX CRS-9,"9,600 kg",Polar,,Success,,No attempt,4 June 2020,01:25
89,Cape Canaveral,JCSAT-16,"5,200 kg",GTO,,Success,,No attempt,13 June 2020,09:21
90,Cape Canaveral,Iridium NEXT,"3,500 kg",GTO,,Success,,Success,30 June 2020,20:10:46
91,Cape Canaveral,SpaceX CRS-10,"2,205 kg",LEO,,Success,,Success,20 July 2020,21:30
92,Cape Canaveral,EchoStar 23,"9,600 kg",Polar,,Success,,No attempt,7 August 2020,05:12
93,Cape Canaveral,SES-10,C,LEO,,Success,,No attempt,18 August 2020,14:31
94,Cape Canaveral,NROL-76,"4,230 kg",GTO,,Success,,No attempt,30 August 2020,23:18
95,Cape Canaveral,Inmarsat-5 F4,"2,150 kg",SSO,,Success,,Success,3 September 2020,12:46:14
96,Cape Canaveral,SpaceX CRS-11,"6,092 kg",GTO,,Success,,Success,6 October 2020,11:29:34
97,VAFB,BulgariaSat-1,"9,600 kg",Polar,,Success,,Success,18 October 2020,12:25:57
98,Cape Canaveral,Iridium NEXT,"2,647 kg",LEO,,Success,,Success,24 October 2020,15:31:34
99,Cape Canaveral,Intelsat 35e,362 kg,HEO,,Success,,Success,5 November 2020,23:24:23
100,Cape Canaveral,SpaceX CRS-12,"3,600 kg",GTO,,Success,,Success,16 November 2020,00:27
101,Cape Canaveral,Formosat-5,"6,460 kg",Polar,,Success,,Success,21 November 2020,17:17:08
102,Cape Canaveral,Boeing X-37B,"5,384 kg",GTO,,"Success
",,Failure,25 November 2020,02:13
103,Cape Canaveral,Iridium NEXT,"2,697 kg",LEO,,Success,,No attempt,6 December 2020,16:17:08
104,Cape Canaveral,SES-11,"7,075 kg",GTO,,"Success
",,Success,13 December 2020,17:30:00
105,VAFB,Koreasat 5A,"9,600 kg",Polar,,"Success
",,Success,19 December 2020,14:00:00
106,KSC,SpaceX CRS-13,"5,800 kg",GTO,,"Success
",,Success,8 January 2021,02:15
107,KSC,Iridium NEXT,"7,060 kg",GTO,,"Success
",,Success,20 January 2021,13:02
108,KSC,Zuma,"3,000 kg",SSO,,"Success
",,Success,24 January 2021,15:00
109,KSC,GovSat-1,"5,300 kg",GTO,,"Success
",,Success,4 February 2021,06:19
110,KSC,Paz,"~4,000 kg",SSO,,"Success
",,Success,16 February 2021,03:59:37
111,KSC,Hispasat 30W-6,"2,500 kg",LEO,,"Success
",,No attempt,4 March 2021,08:24
112,KSC,Iridium NEXT,"4,400 kg",MEO,,"Success
",,Success,11 March 2021,08:13:29
113,VAFB,SpaceX CRS-14,"9,600 kg",Polar,,"Success
",,Success,14 March 2021,10:01
114,KSC,Transiting Exoplanet Survey Satellite,"4,850 kg",GTO,,"Success
",,Success,24 March 2021,08:28
115,KSC,Bangabandhu-1,"12,055 kg",LEO,,"Success
",,Success,7 April 2021,16:34
116,VAFB,Iridium NEXT,"2,495 kg",LEO,,"Success
",,"No attempt
",23 April 2021,9:49
117,KSC,SES-12,"13,620 kg",LEO,,"Success
",,Success,29 April 2021,03:44
118,VAFB,SpaceX CRS-15,"4,200 kg",SSO,,"Success
",,Failure,4 May 2021,19:01
119,KSC,Telstar 19V,"2,268 kg",LEO,,"Success
",,Success,9 May 2021,06:42
120,KSC,Iridium NEXT,"6,500 kg",GTO,,"Success
",,Failure,15 May 2021,22:56
121,Cape Canaveral,Merah Putih,"15,600 kg",LEO,,"Success
",,Success,26 May 2021,18:59
1,VAFB,Telstar 18V,"2,617 kg",LEO,,"Success
",,Success,3 June 2021,17:29
1,CCAFS,SAOCOM 1A,"6,956 kg",GTO,,"Success
",,Success,6 June 2021,04:26
1,CCAFS,Es'hail 2,"15,600 kg",LEO,,"Success
",,Success,4 June 2010,18:45
2,VAFB,SSO-A,"12,050 kg",Sub-orbital,,"Success
",,Success,8 December 2010,15:43
3,CCAFS,SpaceX CRS-16,"15,600 kg",LEO,,"Success
",,Success,22 May 2012,07:44
4,VAFB,GPS III,"15,600 kg",LEO,,"Success
",,Success,8 October 2012,00:35
5,CCAFS,Iridium NEXT,"1,977 kg",LEO,,"Success
",,Success,1 March 2013,15:10
6,CCAFS,Nusantara Satu,"15,600 kg",LEO,,"Success
",,Success,29 September 2013,16:00
